,team,season,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,penalitiesFor,penalitiesAgainst,confFinal
102,VGK,2022,Team Level,5on5,82,0.52,0.48,0.49,252201.0,2042.48,186.71,139.4,489.33,67.74,1105.09,827.79,178.18,190.04,181.38,2059.0,758.0,1047.0,3864.0,187.0,187.0,34.0,432.0,67.0,870.0,1074.0,1872.0,2630.0,211.0,477.0,1938.0,1807.0,626.0,497.0,2033.0,600.0,184.0,59.37,75.11,52.23,68.0,76.0,43.0,3938.86,2817.0,2862.58,252.0,28.93,39.68,40.02,175.55,178.55,175.15,2111.02,170.69,138.89,517.17,70.12,1164.5,861.65,164.44,169.2,163.03,2054.0,869.0,1233.0,4156.0,160.0,187.0,26.0,493.0,78.0,947.0,1058.0,1894.0,2763.0,232.0,512.0,1787.0,2217.0,568.0,604.0,2253.0,517.0,153.0,63.96,63.12,43.62,63.0,67.0,30.0,4107.25,2923.0,2902.41,294.0,28.67,36.87,37.56,161.81,160.58,157.89,,,yes
103,VGK,2022,Team Level,4on5,82,0.18,0.12,0.15,17054.0,45.58,6.78,2.87,6.18,1.47,14.29,28.4,6.7,6.78,6.7,54.0,6.0,11.0,71.0,9.0,2.0,1.0,2.0,0.0,11.0,36.0,45.0,51.0,7.0,14.0,139.0,45.0,44.0,19.0,31.0,17.0,12.0,0.9,2.32,3.56,0.0,4.0,5.0,71.0,60.0,60.0,14.0,0.66,0.48,0.48,6.95,6.95,6.9,254.71,31.29,22.98,54.42,8.33,155.48,80.51,29.27,31.29,29.27,263.0,90.0,159.0,512.0,35.0,26.0,4.0,48.0,8.0,144.0,92.0,228.0,318.0,11.0,20.0,164.0,22.0,23.0,50.0,247.0,66.0,40.0,5.8,7.62,17.86,3.0,8.0,24.0,512.0,353.0,353.0,2.0,6.0,4.14,4.01,33.27,33.27,31.65,,,yes
104,VGK,2022,Team Level,5on4,82,0.88,0.87,0.87,20138.0,333.71,43.96,29.85,69.54,10.92,199.88,103.85,41.69,43.96,41.69,333.0,125.0,129.0,587.0,38.0,39.0,6.0,71.0,13.0,159.0,138.0,295.0,420.0,10.0,18.0,245.0,31.0,16.0,39.0,310.0,87.0,61.0,8.16,10.96,24.84,4.0,8.0,26.0,587.0,458.0,458.0,4.0,7.71,8.75,8.5,43.16,43.16,41.25,52.67,5.96,2.75,7.89,1.77,16.77,35.85,5.77,5.96,5.77,61.0,10.0,16.0,87.0,3.0,5.0,2.0,6.0,1.0,10.0,46.0,58.0,68.0,5.0,10.0,159.0,62.0,55.0,14.0,47.0,15.0,9.0,1.27,2.04,2.66,0.0,1.0,2.0,87.0,71.0,71.0,13.0,0.63,1.51,1.51,5.09,5.09,5.06,,,yes
105,FLA,2022,Team Level,other,82,0.47,0.53,0.53,13212.0,191.94,43.63,15.22,33.97,6.53,105.05,56.6,38.6,43.63,38.6,191.0,70.0,96.0,357.0,34.0,31.0,8.0,35.0,6.0,90.0,65.0,157.0,227.0,14.0,31.0,162.0,38.0,26.0,33.0,136.0,62.0,63.0,5.47,7.76,30.4,3.0,5.0,26.0,357.0,261.0,261.0,11.0,4.65,11.92,11.33,36.96,36.96,34.65,173.81,48.99,12.36,29.79,5.96,85.49,51.4,46.42,48.99,46.42,175.0,59.0,86.0,320.0,47.0,23.0,4.0,33.0,6.0,69.0,56.0,128.0,187.0,8.0,19.0,147.0,35.0,22.0,30.0,105.0,56.0,73.0,3.83,7.52,37.63,6.0,9.0,32.0,320.0,234.0,234.0,9.0,3.76,7.81,7.81,44.94,44.94,43.3,,,yes
106,FLA,2022,Team Level,all,82,0.53,0.54,0.54,297609.0,2999.04,314.97,216.43,688.92,100.4,1636.98,1169.3,297.0,316.79,298.71,3021.0,1106.0,1354.0,5481.0,288.0,311.0,58.0,625.0,79.0,1373.0,1451.0,2733.0,3839.0,361.0,794.0,2437.0,1755.0,562.0,728.0,2968.0,803.0,356.0,86.26,100.78,127.93,97.0,91.0,100.0,5521.11,4127.0,4154.03,341.0,48.88,76.23,76.78,287.07,288.49,279.86,2597.56,283.45,184.03,608.46,87.93,1402.19,1006.94,268.58,283.51,268.75,2604.0,969.0,1064.0,4637.0,272.0,262.0,39.0,546.0,104.0,1108.0,1281.0,2332.0,3301.0,345.0,764.0,2546.0,1720.0,523.0,766.0,2519.0,730.0,324.0,70.77,91.21,121.47,93.0,81.0,98.0,4624.83,3573.0,3570.34,385.0,41.63,55.98,56.06,269.03,269.32,259.42,,,yes
107,FLA,2022,Team Level,5on5,82,0.54,0.54,0.53,231424.0,2242.22,200.33,151.56,542.11,74.59,1223.39,902.02,192.28,202.14,193.98,2258.0,836.0,1055.0,4149.0,191.0,214.0,32.0,488.0,54.0,1023.0,1124.0,2067.0,2903.0,318.0,697.0,1785.0,1596.0,465.0,580.0,2272.0,623.0,199.0,66.09,78.29,55.94,81.0,72.0,38.0,4189.11,3094.0,3121.03,276.0,31.43,46.11,46.56,185.19,186.62,183.43,1957.98,173.16,132.65,481.04,66.22,1063.26,781.67,166.35,173.23,166.53,1940.0,758.0,792.0,3490.0,160.0,185.0,25.0,431.0,75.0,845.0,1002.0,1780.0,2538.0,315.0,698.0,1895.0,1582.0,429.0,632.0,1976.0,556.0,166.0,56.3,69.39,47.48,72.0,58.0,30.0,3477.83,2698.0,2695.34,339.0,27.52,39.44,39.52,161.17,161.45,158.68,,,yes
108,FLA,2022,Team Level,4on5,82,0.12,0.17,0.18,26365.0,88.59,7.36,4.2,12.65,2.64,28.36,63.79,6.99,7.36,6.99,95.0,24.0,24.0,143.0,4.0,2.0,1.0,12.0,2.0,23.0,76.0,91.0,115.0,12.0,34.0,220.0,89.0,54.0,45.0,92.0,19.0,8.0,2.7,2.24,2.42,2.0,0.0,2.0,143.0,119.0,119.0,44.0,0.96,0.58,0.58,7.75,7.75,7.5,392.95,54.04,35.15,86.52,13.23,228.55,122.51,48.7,54.04,48.7,410.0,130.0,167.0,707.0,58.0,47.0,9.0,78.0,21.0,169.0,167.0,352.0,482.0,13.0,29.0,275.0,24.0,19.0,72.0,363.0,99.0,78.0,8.5,11.76,33.78,13.0,11.0,34.0,707.0,540.0,540.0,8.0,9.48,7.26,7.26,56.25,56.25,50.87,,,yes
109,FLA,2022,Team Level,5on4,82,0.9,0.87,0.87,26608.0,476.28,63.66,45.46,100.18,16.63,280.18,146.89,59.13,63.66,59.13,477.0,176.0,179.0,832.0,59.0,64.0,17.0,90.0,17.0,237.0,186.0,418.0,594.0,17.0,32.0,270.0,32.0,17.0,70.0,468.0,99.0,86.0,11.99,12.49,39.17,11.0,14.0,34.0,832.0,653.0,653.0,10.0,11.83,17.62,18.32,57.17,57.17,54.29,72.81,7.25,3.87,11.09,2.52,24.89,51.37,7.1,7.25,7.1,79.0,22.0,19.0,120.0,7.0,7.0,1.0,4.0,2.0,25.0,56.0,72.0,94.0,9.0,18.0,229.0,79.0,53.0,32.0,75.0,19.0,7.0,2.14,2.54,2.57,2.0,3.0,2.0,120.0,101.0,101.0,29.0,0.88,1.47,1.47,6.67,6.67,6.57,,,yes
110,DAL,2022,Team Level,other,82,0.58,0.52,0.51,8791.0,142.56,34.58,9.99,25.14,5.08,75.76,46.45,33.06,34.58,33.06,139.0,58.0,70.0,267.0,33.0,14.0,2.0,21.0,5.0,65.0,59.0,106.0,164.0,6.0,12.0,113.0,30.0,22.0,19.0,98.0,47.0,52.0,3.9,6.01,24.66,6.0,7.0,20.0,267.0,197.0,197.0,9.0,2.9,3.08,3.08,34.4,34.4,33.54,139.04,24.62,10.28,26.88,4.82,73.57,48.83,22.83,24.62,22.83,138.0,51.0,61.0,250.0,26.0,17.0,4.0,20.0,1.0,58.0,67.0,112.0,163.0,4.0,8.0,112.0,29.0,25.0,24.0,107.0,50.0,32.0,4.06,5.94,14.61,4.0,9.0,13.0,250.0,189.0,189.0,9.0,2.93,3.17,3.17,24.38,24.38,23.39,,,yes
111,DAL,2022,Team Level,all,82,0.55,0.52,0.51,299585.0,2625.42,277.59,180.82,620.44,89.14,1442.16,1024.84,264.78,280.82,267.91,2618.0,1017.0,1351.0,4986.0,281.0,258.0,38.0,452.0,87.0,1204.0,1353.0,2337.0,3354.0,269.0,583.0,2609.0,1648.0,581.0,783.0,2603.0,730.0,302.0,76.83,89.55,111.21,94.0,91.0,96.0,5075.36,3635.0,3684.84,378.0,40.44,54.47,54.52,263.51,266.72,259.44,2482.24,227.6,169.81,575.71,82.11,1381.25,1011.51,219.67,226.6,218.7,2454.0,994.0,1151.0,4599.0,215.0,199.0,30.0,483.0,50.0,1174.0,1327.0,2239.0,3233.0,285.0,645.0,2156.0,1937.0,596.0,731.0,2551.0,674.0,223.0,71.62,82.39,73.59,68.0,86.0,61.0,4553.46,3448.0,3425.62,348.0,37.26,40.06,40.06,224.8,223.66,219.14,,,yes
112,DAL,2022,Team Level,5on5,82,0.52,0.52,0.51,242527.0,2007.97,174.54,132.56,496.99,68.22,1109.59,809.11,168.26,177.76,171.38,1985.0,806.0,1095.0,3886.0,175.0,187.0,26.0,359.0,69.0,925.0,1076.0,1810.0,2616.0,241.0,527.0,2018.0,1520.0,490.0,650.0,2060.0,567.0,164.0,60.87,68.81,44.86,75.0,67.0,33.0,3975.36,2791.0,2840.84,324.0,27.45,36.14,36.63,165.35,168.56,165.53,1946.45,158.23,124.96,471.62,64.06,1078.87,806.26,154.07,157.24,153.1,1910.0,794.0,929.0,3633.0,145.0,154.0,23.0,394.0,40.0,904.0,1067.0,1765.0,2559.0,259.0,593.0,1647.0,1812.0,497.0,617.0,2067.0,496.0,141.0,58.43,61.08,38.72,56.0,61.0,28.0,3587.46,2704.0,2681.62,307.0,25.73,30.73,30.73,153.23,152.1,150.18,,,yes
113,DAL,2022,Team Level,4on5,82,0.15,0.14,0.16,24603.0,67.52,6.61,2.93,10.36,2.04,20.91,46.16,6.3,6.61,6.3,78.0,11.0,9.0,98.0,10.0,4.0,1.0,5.0,2.0,9.0,59.0,68.0,79.0,5.0,10.0,230.0,76.0,44.0,43.0,66.0,15.0,8.0,1.78,2.2,2.63,0.0,5.0,5.0,98.0,89.0,89.0,40.0,0.68,1.32,1.32,5.96,5.96,5.91,327.57,37.86,30.94,66.89,10.94,206.45,107.93,36.02,37.86,36.02,320.0,141.0,143.0,604.0,39.0,26.0,3.0,61.0,8.0,196.0,131.0,281.0,422.0,12.0,24.0,188.0,40.0,15.0,63.0,312.0,109.0,40.0,7.16,12.96,17.75,7.0,13.0,19.0,604.0,461.0,461.0,8.0,7.76,5.6,5.6,40.02,40.02,38.48,,,yes
114,DAL,2022,Team Level,5on4,82,0.9,0.87,0.86,23664.0,407.36,61.87,35.34,87.95,13.81,235.91,123.12,57.17,61.87,57.17,416.0,142.0,177.0,735.0,63.0,53.0,9.0,67.0,11.0,205.0,159.0,353.0,495.0,17.0,34.0,248.0,22.0,25.0,71.0,379.0,101.0,78.0,10.28,12.53,39.06,13.0,12.0,38.0,735.0,558.0,558.0,5.0,9.42,13.93,13.49,57.79,57.79,54.46,69.18,6.9,3.64,10.33,2.29,22.36,48.49,6.76,6.9,6.76,86.0,8.0,18.0,112.0,5.0,2.0,0.0,8.0,1.0,16.0,62.0,81.0,89.0,10.0,20.0,209.0,56.0,59.0,27.0,65.0,19.0,10.0,1.96,2.42,2.52,1.0,3.0,1.0,112.0,94.0,94.0,24.0,0.83,0.56,0.56,7.17,7.17,7.09,,,yes
115,CAR,2022,Team Level,other,82,0.53,0.57,0.56,9611.0,163.99,37.32,11.85,30.14,5.62,86.44,53.62,34.08,37.32,34.08,155.0,70.0,77.0,302.0,35.0,15.0,2.0,26.0,3.0,83.0,63.0,120.0,190.0,5.0,10.0,125.0,25.0,22.0,23.0,98.0,75.0,52.0,3.9,9.7,23.72,7.0,11.0,17.0,302.0,225.0,225.0,10.0,3.48,4.6,4.92,35.88,35.88,33.6,134.54,32.61,10.1,23.81,4.41,67.48,41.59,29.84,32.61,29.84,137.0,43.0,48.0,228.0,30.0,18.0,4.0,13.0,5.0,60.0,54.0,107.0,150.0,8.0,16.0,118.0,36.0,29.0,21.0,84.0,49.0,47.0,3.49,5.96,23.17,3.0,12.0,15.0,228.0,180.0,180.0,7.0,2.94,7.51,7.51,28.05,28.05,27.41,,,yes
116,CAR,2022,Team Level,all,82,0.58,0.6,0.59,299432.0,3026.48,298.51,214.38,744.55,103.59,1675.11,1188.85,282.66,301.69,285.71,2852.0,1373.0,1381.0,5606.0,262.0,360.0,45.0,632.0,97.0,1549.0,1325.0,2590.0,3963.0,283.0,582.0,2618.0,1351.0,738.0,715.0,3079.0,812.0,334.0,88.1,99.34,111.08,100.0,84.0,78.0,5707.61,4225.0,4287.03,309.0,47.59,69.01,69.02,277.09,280.12,270.89,2132.15,213.37,151.95,484.86,70.03,1152.92,849.87,202.44,212.02,201.17,2133.0,790.0,834.0,3757.0,210.0,201.0,21.0,398.0,59.0,919.0,1136.0,1923.0,2713.0,270.0,559.0,2335.0,1847.0,592.0,782.0,2064.0,643.0,216.0,58.39,78.42,76.57,76.0,83.0,51.0,3705.35,2923.0,2891.85,439.0,34.03,43.57,43.6,203.81,202.68,197.84,,,yes
117,CAR,2022,Team Level,5on5,82,0.6,0.6,0.6,241031.0,2382.16,206.15,162.39,612.21,82.0,1317.31,953.96,196.75,209.32,199.8,2244.0,1090.0,1117.0,4451.0,175.0,294.0,36.0,527.0,77.0,1209.0,1052.0,2069.0,3159.0,246.0,508.0,2029.0,1250.0,610.0,582.0,2508.0,613.0,213.0,71.51,74.81,59.82,79.0,60.0,36.0,4552.61,3334.0,3396.03,268.0,33.78,53.27,53.5,186.42,189.45,184.91,1634.34,136.64,109.12,388.47,53.04,886.6,669.14,132.66,135.28,131.38,1621.0,622.0,678.0,2921.0,139.0,135.0,8.0,329.0,48.0,708.0,884.0,1482.0,2104.0,229.0,477.0,1826.0,1694.0,471.0,656.0,1646.0,479.0,118.0,46.25,58.84,31.55,66.0,58.0,15.0,2869.35,2243.0,2211.85,396.0,22.64,25.83,26.0,133.27,132.15,130.28,,,yes
118,CAR,2022,Team Level,4on5,82,0.17,0.19,0.2,24594.0,78.42,7.51,4.27,11.71,2.54,26.12,54.85,7.44,7.51,7.44,82.0,25.0,14.0,121.0,9.0,2.0,0.0,14.0,1.0,23.0,58.0,73.0,98.0,8.0,16.0,216.0,52.0,88.0,31.0,73.0,24.0,10.0,1.96,3.02,2.54,3.0,3.0,3.0,121.0,107.0,107.0,27.0,0.99,0.15,0.15,8.36,8.36,8.3,300.5,38.03,29.34,63.96,10.58,178.32,94.77,33.97,38.03,33.97,306.0,109.0,98.0,513.0,36.0,44.0,8.0,48.0,3.0,138.0,146.0,270.0,379.0,16.0,32.0,200.0,33.0,30.0,76.0,277.0,95.0,43.0,6.96,11.35,19.72,6.0,10.0,20.0,513.0,415.0,415.0,9.0,7.69,9.11,8.97,36.76,36.76,34.46,,,yes
119,CAR,2022,Team Level,5on4,82,0.89,0.89,0.87,24196.0,401.91,47.54,35.87,90.49,13.44,245.24,126.41,44.39,47.54,44.39,371.0,188.0,173.0,732.0,43.0,49.0,7.0,65.0,16.0,234.0,152.0,328.0,516.0,24.0,48.0,248.0,24.0,18.0,79.0,400.0,100.0,59.0,10.74,11.81,25.0,11.0,10.0,22.0,732.0,559.0,559.0,4.0,9.33,10.99,10.44,46.44,46.44,44.08,62.77,6.09,3.4,8.62,2.01,20.52,44.36,5.97,6.09,5.97,69.0,16.0,10.0,95.0,5.0,4.0,1.0,8.0,3.0,13.0,52.0,64.0,80.0,17.0,34.0,191.0,84.0,62.0,29.0,57.0,20.0,8.0,1.7,2.26,2.13,1.0,3.0,1.0,95.0,85.0,85.0,27.0,0.76,1.12,1.12,5.74,5.74,5.69,,,yes
120,BOS,2010,Team Level,other,82,0.52,0.49,0.5,7554.0,122.32,23.97,8.37,22.84,4.07,64.8,44.95,22.74,23.97,22.74,126.0,43.0,54.0,223.0,23.0,7.0,4.0,20.0,7.0,63.0,49.0,103.0,146.0,13.0,24.0,120.0,28.0,17.0,19.0,95.0,49.0,25.0,3.57,5.74,14.66,1.0,6.0,16.0,223.0,169.0,169.0,13.0,2.32,2.69,2.69,23.6,23.6,23.21,123.75,22.4,8.35,23.41,4.05,66.43,47.36,21.63,22.4,21.63,132.0,40.0,60.0,232.0,19.0,10.0,3.0,34.0,4.0,49.0,56.0,113.0,153.0,8.0,18.0,124.0,37.0,22.0,19.0,110.0,34.0,28.0,3.84,4.22,14.33,3.0,4.0,12.0,232.0,172.0,172.0,5.0,2.38,2.48,2.67,22.1,22.1,21.58,,,yes
121,BOS,2010,Team Level,all,82,0.49,0.51,0.5,298804.0,2610.86,226.06,173.54,593.23,84.39,1439.33,1127.45,220.14,227.82,221.87,2696.0,948.0,1279.0,4923.0,244.0,130.0,39.0,600.0,90.0,1125.0,1455.0,2452.0,3400.0,376.0,1035.0,2485.0,1736.0,424.0,542.0,2767.0,694.0,183.0,78.73,83.02,64.31,77.0,94.0,73.0,4975.42,3644.0,3673.28,262.0,37.82,29.84,31.03,232.85,234.44,231.01,2603.31,232.15,173.5,586.54,85.26,1422.05,1119.5,223.49,231.15,222.54,2683.0,936.0,1172.0,4791.0,189.0,149.0,34.0,681.0,77.0,1065.0,1458.0,2494.0,3430.0,365.0,1003.0,2306.0,1956.0,623.0,659.0,2730.0,691.0,198.0,78.62,81.8,71.73,58.0,69.0,62.0,4747.35,3619.0,3594.72,338.0,38.01,36.24,39.14,231.02,230.14,225.55,,,yes
122,BOS,2010,Team Level,5on5,82,0.49,0.51,0.5,240838.0,2044.77,156.29,129.22,484.22,66.2,1123.36,892.72,153.21,158.05,154.94,2114.0,738.0,1033.0,3885.0,176.0,96.0,25.0,486.0,70.0,871.0,1153.0,1938.0,2676.0,315.0,874.0,1880.0,1583.0,346.0,440.0,2217.0,522.0,113.0,64.22,62.15,29.92,72.0,71.0,33.0,3937.42,2852.0,2881.28,215.0,26.47,18.01,19.07,163.69,165.26,163.35,2047.46,160.02,130.15,481.38,67.06,1118.16,882.24,155.12,159.02,154.17,2101.0,738.0,939.0,3778.0,125.0,111.0,24.0,561.0,48.0,839.0,1155.0,1976.0,2714.0,307.0,850.0,1724.0,1786.0,502.0,537.0,2182.0,542.0,115.0,63.73,63.89,32.4,47.0,56.0,22.0,3734.35,2839.0,2814.72,293.0,26.73,25.8,28.48,158.28,157.39,155.31,,,yes
123,BOS,2010,Team Level,4on5,82,0.15,0.17,0.18,24383.0,79.26,7.73,3.75,10.44,2.37,22.32,64.39,7.7,7.73,7.7,82.0,29.0,21.0,132.0,9.0,1.0,0.0,15.0,2.0,16.0,68.0,73.0,102.0,23.0,77.0,246.0,91.0,52.0,36.0,77.0,24.0,10.0,1.89,3.19,2.65,0.0,7.0,2.0,132.0,111.0,111.0,30.0,0.87,0.05,0.05,8.55,8.55,8.54,361.39,43.5,31.64,73.05,11.8,218.94,120.07,40.62,43.5,40.62,365.0,134.0,166.0,665.0,41.0,26.0,6.0,74.0,21.0,162.0,175.0,324.0,458.0,29.0,87.0,222.0,47.0,30.0,70.0,357.0,92.0,50.0,9.26,10.76,23.48,7.0,7.0,27.0,665.0,499.0,499.0,10.0,8.12,7.18,7.21,44.41,44.41,42.44,,,yes
124,BOS,2010,Team Level,5on4,82,0.86,0.85,0.82,26029.0,364.51,38.07,32.2,75.73,11.76,228.84,125.4,36.49,38.07,36.49,374.0,138.0,171.0,683.0,36.0,26.0,10.0,79.0,11.0,175.0,185.0,338.0,476.0,25.0,60.0,239.0,34.0,9.0,47.0,378.0,99.0,35.0,9.05,11.95,17.07,4.0,10.0,22.0,683.0,512.0,512.0,4.0,8.17,9.09,9.22,37.02,37.02,35.91,70.71,6.23,3.38,8.7,2.35,18.52,69.83,6.13,6.23,6.13,85.0,24.0,7.0,116.0,4.0,2.0,1.0,12.0,4.0,15.0,72.0,81.0,105.0,21.0,48.0,236.0,86.0,69.0,33.0,81.0,23.0,5.0,1.79,2.93,1.52,1.0,2.0,1.0,116.0,109.0,109.0,30.0,0.78,0.78,0.78,6.24,6.24,6.22,,,yes
125,VAN,2010,Team Level,other,82,0.54,0.51,0.5,10876.0,150.03,27.19,10.79,28.11,5.24,79.17,61.5,24.84,27.19,24.84,155.0,57.0,68.0,280.0,22.0,10.0,2.0,28.0,6.0,83.0,63.0,133.0,190.0,23.0,49.0,151.0,31.0,30.0,25.0,118.0,60.0,34.0,4.29,7.54,15.36,4.0,5.0,13.0,280.0,212.0,212.0,12.0,3.06,3.49,3.88,26.37,26.37,24.54,150.02,23.44,11.92,28.21,5.37,87.85,52.2,22.21,23.44,22.21,151.0,58.0,57.0,266.0,17.0,8.0,3.0,29.0,5.0,78.0,72.0,134.0,192.0,13.0,29.0,125.0,40.0,18.0,26.0,129.0,50.0,30.0,4.59,6.28,12.57,3.0,4.0,10.0,266.0,209.0,209.0,11.0,3.52,2.23,3.5,23.46,23.46,22.83,,,yes
126,VAN,2010,Team Level,all,82,0.53,0.53,0.52,299094.0,2595.59,242.41,180.03,584.67,86.1,1460.38,1092.41,232.74,244.69,234.93,2624.0,1022.0,1255.0,4901.0,258.0,149.0,41.0,610.0,84.0,1211.0,1334.0,2366.0,3388.0,381.0,869.0,2653.0,1791.0,596.0,555.0,2768.0,658.0,220.0,79.38,78.56,84.45,76.0,82.0,100.0,4964.72,3646.0,3686.93,355.0,40.09,39.65,42.33,240.17,242.14,236.13,2418.74,218.63,172.51,540.66,80.68,1355.42,996.11,211.21,217.89,210.49,2470.0,894.0,1071.0,4435.0,180.0,138.0,38.0,575.0,74.0,1037.0,1360.0,2290.0,3184.0,365.0,853.0,2183.0,1860.0,593.0,629.0,2489.0,675.0,200.0,72.49,81.07,65.07,55.0,51.0,74.0,4371.1,3364.0,3326.11,391.0,38.47,32.65,36.87,220.22,219.44,215.4,,,yes
127,VAN,2010,Team Level,5on5,82,0.5,0.52,0.52,232552.0,1964.34,152.26,128.13,463.47,64.9,1100.21,843.02,148.32,154.55,150.5,1978.0,774.0,944.0,3696.0,163.0,104.0,24.0,488.0,62.0,879.0,1056.0,1815.0,2589.0,311.0,712.0,1919.0,1644.0,473.0,435.0,2152.0,500.0,100.0,62.36,59.54,30.36,62.0,67.0,34.0,3759.72,2752.0,2792.93,297.0,26.35,24.69,25.58,153.03,155.0,152.82,1831.82,151.63,121.66,425.54,60.25,1008.4,772.52,147.71,150.88,146.99,1864.0,676.0,843.0,3383.0,124.0,104.0,28.0,439.0,58.0,765.0,1050.0,1740.0,2416.0,312.0,744.0,1621.0,1704.0,487.0,487.0,1917.0,505.0,118.0,57.73,60.12,33.78,44.0,36.0,44.0,3319.1,2540.0,2502.11,329.0,25.09,23.31,25.92,150.8,150.02,148.17,,,yes
128,VAN,2010,Team Level,4on5,82,0.13,0.15,0.15,29348.0,70.68,5.97,3.31,8.88,2.02,21.41,55.4,5.88,5.97,5.88,75.0,22.0,24.0,121.0,4.0,1.0,0.0,13.0,1.0,15.0,63.0,71.0,93.0,18.0,44.0,302.0,89.0,76.0,48.0,74.0,17.0,6.0,2.09,2.19,1.69,1.0,2.0,1.0,121.0,97.0,97.0,44.0,0.76,0.26,0.26,6.47,6.47,6.46,385.57,38.31,36.21,80.4,13.59,244.2,129.29,36.05,38.31,36.05,398.0,144.0,162.0,704.0,37.0,25.0,6.0,101.0,8.0,180.0,191.0,361.0,505.0,27.0,54.0,239.0,50.0,33.0,75.0,395.0,101.0,46.0,8.81,12.38,17.12,8.0,10.0,19.0,704.0,542.0,542.0,12.0,9.23,6.79,7.15,40.4,40.4,38.84,,,yes
129,VAN,2010,Team Level,5on4,82,0.92,0.91,0.89,26318.0,410.54,56.98,37.81,84.21,13.93,259.59,132.48,53.7,56.98,53.7,416.0,169.0,219.0,804.0,69.0,34.0,15.0,81.0,15.0,234.0,152.0,347.0,516.0,29.0,64.0,281.0,27.0,17.0,47.0,424.0,81.0,80.0,10.63,9.29,37.05,9.0,8.0,52.0,804.0,585.0,585.0,2.0,9.91,11.22,12.6,54.29,54.29,52.32,51.33,5.25,2.72,6.5,1.47,14.96,42.1,5.23,5.25,5.23,57.0,16.0,9.0,82.0,2.0,1.0,1.0,6.0,3.0,14.0,47.0,55.0,71.0,13.0,26.0,198.0,66.0,55.0,41.0,48.0,19.0,6.0,1.37,2.29,1.59,0.0,1.0,1.0,82.0,73.0,73.0,39.0,0.62,0.3,0.3,5.56,5.56,5.56,,,yes
